cord_uid_a,cord_uid_b,similarity,title_a,title_b
p8m7tzby,s9qlcamb,0.031871065,Women’s Role in Organizational Commitment and Job Satisfaction in the Travel Industry—An Evidence from the Urban Setting,Finanzielle Hilfen für Vertragsärzte: Weitere KVen haben HVM-Änderungen ausgearbeitet
dsiksuu1,fxrsgieg,0.031876884,"Skin diseases in displaced populations: a review of contributing factors, challenges, and approaches to care.",COVID-19: Was Rheumapatienten jetzt wissen sollten
z2ulnfop,gkxykba1,0.031883545,Fakten auf einen Blick,Mechanisms of socioeconomic differences in COVID-19 screening and hospitalizations
z3bfi8d9,fxrsgieg,0.03188879,Clinical and Molecular Epidemiology of Respiratory Viruses in a Tertiary Care Center During the 2009–2014 Consecutive Winter Seasons,COVID-19: Was Rheumapatienten jetzt wissen sollten
174sjrz4,821dzl7j,0.031891294,Laringología en tiempos de COVID-19,Evaluation Findings and Policy Suggestions
90ghx56c,821dzl7j,0.031891294,Infodemia en tiempos de COVID-19,Evaluation Findings and Policy Suggestions
aw7wvm6k,s9qlcamb,0.031907,Learning from Adversity: Lessons from the COVID-19 Crisis,Finanzielle Hilfen für Vertragsärzte: Weitere KVen haben HVM-Änderungen ausgearbeitet
s9qlcamb,ufrukoc8,0.031907,Finanzielle Hilfen für Vertragsärzte: Weitere KVen haben HVM-Änderungen ausgearbeitet,Learning from Adversity: Lessons from the COVID-19 Crisis.
lvi4n41u,wqb8n12j,0.03191079,Pflegen kann jede*r!,Museums in the Pandemic: A Survey of Responses on the Current Crisis
lvi4n41u,4fot7s13,0.031912502,Pflegen kann jede*r!,Shared Curricula and Competencies in One Health and Health Professions Education
ygudmawp,fxrsgieg,0.03191277,COVID-19 Isolation and Quarantine Guidelines for Older Adults in Nursing Homes,COVID-19: Was Rheumapatienten jetzt wissen sollten
58rv3e4d,fxrsgieg,0.031915467,Consumer Perception of Regional Brands in Czechia in 2021,COVID-19: Was Rheumapatienten jetzt wissen sollten
w6vbc2ak,e69c9wyw,0.031923797,"COVID-19 in childhood: Transmission, clinical presentation, complications and risk factors",Nutzen von Erfahrungswissen in Krisen. Zur These einer vermehrten Bezugnahme auf Geschichte in Krisenzeiten
fxrsgieg,1fff5zwi,0.03192759,COVID-19: Was Rheumapatienten jetzt wissen sollten,Reflections on Shared Parenting
d6k1otz2,lvi4n41u,0.031927742,The Different Facets of Triclocarban: A Review,Pflegen kann jede*r!
9sx519zf,ewl63b2i,0.031928588,Welche Schutzmaske schutzt vor COVID-19? Was ist evidenzbasiert?,Manufacturing Workers and Employers
s9qlcamb,sd42w7fe,0.031943865,Finanzielle Hilfen für Vertragsärzte: Weitere KVen haben HVM-Änderungen ausgearbeitet,Giving time back to the dentist.
o4tvbjwd,fxrsgieg,0.03194619,[Analysis on medical observation of 1 665 close contacts of COVID-19 cases].,COVID-19: Was Rheumapatienten jetzt wissen sollten
j9ud3xbn,fxrsgieg,0.03194656,Graphlet eigencentralities capture novel central roles of genes in pathways,COVID-19: Was Rheumapatienten jetzt wissen sollten
s9bgr6mt,e69c9wyw,0.031949442,Scooting injuries . . . and other stories,Nutzen von Erfahrungswissen in Krisen. Zur These einer vermehrten Bezugnahme auf Geschichte in Krisenzeiten
s9qlcamb,72fka4cm,0.03195748,Finanzielle Hilfen für Vertragsärzte: Weitere KVen haben HVM-Änderungen ausgearbeitet,Challenges and Threats Faced in 2020 by International Logistics Companies Operating on the Polish Market
lvi4n41u,h49yc42z,0.031960532,Pflegen kann jede*r!,Barriers and drivers of environmental sustainability: Australian hotels
lxmfymeq,lvi4n41u,0.031961802,A Qualitative study on diverse perspectives and identities of firearm owners.,Pflegen kann jede*r!
s9qlcamb,yklq5852,0.031969424,Finanzielle Hilfen für Vertragsärzte: Weitere KVen haben HVM-Änderungen ausgearbeitet,Improving the reproducibility of findings by updating research methodology
zp95v63n,fxrsgieg,0.031983044,Nursing home-acquired pneumonia: a review of risk factors and therapeutic approaches.,COVID-19: Was Rheumapatienten jetzt wissen sollten
itxze39x,lvi4n41u,0.031983837,University COVID -19 Surveillance Testing Center: Challenges and Opportunities for Schools of Nursing,Pflegen kann jede*r!
fxrsgieg,ihs9xbv8,0.03198387,COVID-19: Was Rheumapatienten jetzt wissen sollten,Characteristics of COVID-19 pandemic and public health consequences
izlpz4qn,f8hdn7ry,0.031984676,Risk Factors for Mortality of COVID-19 Patients,Auf alles gefasst sein
s9qlcamb,lzoqcfj1,0.031988192,Finanzielle Hilfen für Vertragsärzte: Weitere KVen haben HVM-Änderungen ausgearbeitet,The Alignment of Real-World Evidence and Digital Health: Realising the Opportunity
lvi4n41u,tu36aisz,0.03199105,Pflegen kann jede*r!,Spectrum of Neurological Manifestations in Covid-19: A Review
c1jd7qnh,fxrsgieg,0.03200728,"The World turned Upside Down? Cities, Festivalization and Uncertainty",COVID-19: Was Rheumapatienten jetzt wissen sollten
lvi4n41u,2z7sc5m1,0.03201563,Pflegen kann jede*r!,Teledentistry applications for mitigating risk and balancing the clinical schedule
lvi4n41u,7ghujyd7,0.032020338,Pflegen kann jede*r!,Public Health Policy Actions to Address Health Issues Associated with Drought in a Changing Climate.
k6yyp8ei,fxrsgieg,0.03202052,"Clinical, radiological and laboratory characteristics of pediatric patients with covid-19: Living systematic review",COVID-19: Was Rheumapatienten jetzt wissen sollten
esuc6prd,fxrsgieg,0.03202691,"Nursing Homes, COVID-19, And More.",COVID-19: Was Rheumapatienten jetzt wissen sollten
lvi4n41u,5wi2l7s5,0.032030806,Pflegen kann jede*r!,Farmers markets: Working with community partners to provide essential services during COVID-19
7s2ks6ty,e69c9wyw,0.03203535,COVID‐19 and mental health of primary school children: Comparison of 2019 and 2020,Nutzen von Erfahrungswissen in Krisen. Zur These einer vermehrten Bezugnahme auf Geschichte in Krisenzeiten
poo72v0y,lvi4n41u,0.03204742,Utilization of Life Enrichment Activities During the COVID-19 Pandemic and Their Effects on Nursing Homes Residents,Pflegen kann jede*r!
lvi4n41u,ozoptp4e,0.03205569,Pflegen kann jede*r!,Evolving Demographics of Nephrology Research Workforce in the United States
2labep4r,s9qlcamb,0.032059886,Different approach to medical decision-making in difficult circumstances: Kittay's Ethics of Care.,Finanzielle Hilfen für Vertragsärzte: Weitere KVen haben HVM-Änderungen ausgearbeitet
gl62lejp,s9qlcamb,0.032062326,Enduring problems in the offspring of depressed parents followed up to 38 years,Finanzielle Hilfen für Vertragsärzte: Weitere KVen haben HVM-Änderungen ausgearbeitet
41eznb4t,s9qlcamb,0.032062836,Rethinking race in medical decision making,Finanzielle Hilfen für Vertragsärzte: Weitere KVen haben HVM-Änderungen ausgearbeitet
z2ulnfop,5qbx5p6y,0.03206319,Fakten auf einen Blick,Factors influencing nursing students’ participatory behavior during COVID-19
lvi4n41u,9x3egl59,0.03206515,Pflegen kann jede*r!,The Repercussions of Covid-19 on the Stock Market of the Tourism Industry
s9qlcamb,iak66nv9,0.032069486,Finanzielle Hilfen für Vertragsärzte: Weitere KVen haben HVM-Änderungen ausgearbeitet,Health-Related Behaviors and Odds of COVID-19 Hospitalization in a Military Population
kkcegvw1,fxrsgieg,0.032073174,Ergonomic factors on task performance in laparoscopic surgery training.,COVID-19: Was Rheumapatienten jetzt wissen sollten
lvi4n41u,xijh0s4t,0.03207347,Pflegen kann jede*r!,Risk factor analysis of COVID-19
qv9hqtlc,fxrsgieg,0.03208094,COVID-19 in the elderly people and advances in vaccination approaches,COVID-19: Was Rheumapatienten jetzt wissen sollten
soekn2wq,s9qlcamb,0.03208454,"From here to eternity? Work, coaching, and consulting in a post-Covid world",Finanzielle Hilfen für Vertragsärzte: Weitere KVen haben HVM-Änderungen ausgearbeitet
p81l6zvz,73k939q5,0.032086376,Systemische Immunsuppression in Zeiten von COVID‐19: Müssen wir umdenken?,Developmental Manifestations of Grief in Children and Adolescents: Caregivers as Key Grief Facilitators
p81l6zvz,bhimxnxq,0.032087535,Systemische Immunsuppression in Zeiten von COVID‐19: Müssen wir umdenken?,Serological characteristics of COVID-19 patients.
qnuphz59,fxrsgieg,0.032088287,1-year outcomes in hospital survivors with COVID-19: a longitudinal cohort study,COVID-19: Was Rheumapatienten jetzt wissen sollten
ghx1fb1m,lvi4n41u,0.03209555,Resident Outcomes and Perspectives Over 2 Years of a New Scholarship Curriculum.,Pflegen kann jede*r!
3wopb3vk,fe82q2o1,0.032096878,Factors predicting readmission in patients with COVID-19,Pflegedienstleiter in einer besonderen Zeit
lvi4n41u,xlvim0ue,0.032098737,Pflegen kann jede*r!,An Updated Analysis on the Risk Factors Associated with COVID-19 Transmission
fxrsgieg,ahqhwbl1,0.032098953,COVID-19: Was Rheumapatienten jetzt wissen sollten,Distance Education for Students with Special Needs in Primary Schools in the Period of CoVid-19 Epidemic
fxrsgieg,kl153b3q,0.032101322,COVID-19: Was Rheumapatienten jetzt wissen sollten,Laboratory: From the Shadows to the Front Line.
pskbn53u,s9qlcamb,0.032115944,Extent and Predictors of Decision Regret among Informal Caregivers Making Decisions for a Loved One: A Systematic Review,Finanzielle Hilfen für Vertragsärzte: Weitere KVen haben HVM-Änderungen ausgearbeitet
fxrsgieg,587ztcbg,0.032121014,COVID-19: Was Rheumapatienten jetzt wissen sollten,Differences in endodontic emergency management by endodontists and general dental practitioners in COVID-19 times
7fkxwy3f,s9qlcamb,0.032122545,Growth factor: An important factor in determining the fate of outbreaks,Finanzielle Hilfen für Vertragsärzte: Weitere KVen haben HVM-Änderungen ausgearbeitet
4ag88rqs,86esyb9q,0.032123927,COVID-19 – Present Treatments and Other Options,Erfolge feiern - Zukunft gestalten
lvi4n41u,sxulwytd,0.032124657,Pflegen kann jede*r!,"""My Entire World Stopped"": College Students' Psychosocial and Academic Frustrations during the COVID-19 Pandemic"
fxrsgieg,e0iwb9ot,0.032129202,COVID-19: Was Rheumapatienten jetzt wissen sollten,Covid-19: breaking the chain of household transmission.
9exz4qpw,fxrsgieg,0.032129597,"COVID-19 vaccines in patients with cancer: immunogenicity, efficacy and safety",COVID-19: Was Rheumapatienten jetzt wissen sollten
lykdgw5y,4wcf4z93,0.03212987,Empfehlungen zur Lungen- und Thoraxsonographie bei Patienten mit COVID-19-Erkrankung,Acknowledgement to Referees: Acknowledgement to Referees
lvi4n41u,lyo7ldgs,0.032138,Pflegen kann jede*r!,A review of the safety and efficacy of current COVID-19 vaccines
lvi4n41u,oc5zqt5o,0.032145653,Pflegen kann jede*r!,COVID-19's extraordinary impact on couples and families
1jt9ru51,z2ulnfop,0.03215086,Errors in Statistical Numbers and Data,Fakten auf einen Blick
fy59im69,s9qlcamb,0.032151926,Quality of and Recommendations for Relevant Clinical Practice Guidelines for COVID-19 Management: A Systematic Review and Critical Appraisal,Finanzielle Hilfen für Vertragsärzte: Weitere KVen haben HVM-Änderungen ausgearbeitet
9yw7uphi,s9qlcamb,0.032153122,Case study on city-airports: Datasets and calculation models,Finanzielle Hilfen für Vertragsärzte: Weitere KVen haben HVM-Änderungen ausgearbeitet
p81l6zvz,aci0fr75,0.032155715,Systemische Immunsuppression in Zeiten von COVID‐19: Müssen wir umdenken?,[Clinical applications of smartwatches]
z7ubyys2,s9qlcamb,0.03215894,A Major Challenge to the Uncertainty of Modern Times,Finanzielle Hilfen für Vertragsärzte: Weitere KVen haben HVM-Änderungen ausgearbeitet
006umnny,fxrsgieg,0.0321597,"The intersection of COVID-19, school, and headaches: Problems and solutions",COVID-19: Was Rheumapatienten jetzt wissen sollten
4uvwvmy7,s9qlcamb,0.032171283,Understanding COVID-19 through human challenge models,Finanzielle Hilfen für Vertragsärzte: Weitere KVen haben HVM-Änderungen ausgearbeitet
n5diy2xz,fxrsgieg,0.032171525,Economic Hardships from COVID-19 and its Association with Socioeconomic Factors and Diabetes Management Indicators among Diabetic Residents: A Cross-Sectional Study,COVID-19: Was Rheumapatienten jetzt wissen sollten
z2ulnfop,gg0466lc,0.03217626,Fakten auf einen Blick,Diseases with health disparities as drivers of COVID‐19 outcome
swo27nq7,lvi4n41u,0.032179747,The World after COVID-19: Reflections on Global Health and Policy,Pflegen kann jede*r!
s9qlcamb,agrzzj36,0.032181967,Finanzielle Hilfen für Vertragsärzte: Weitere KVen haben HVM-Änderungen ausgearbeitet,Promoting Health Equity Across the Life Span.
rokr1kc4,atva6mfp,0.03219317,Multidisciplinary Telehealth Clinic Visits during Covid-19 Pandemic,COVID-19-Forschungsdaten leichter zugänglich machen – Aufbau einer bundesweiten Informationsinfrastruktur
z2ulnfop,906dqdz6,0.03219426,Fakten auf einen Blick,Providing answers to respiratory patients’ questions during covid-19
aucgdbzr,fxrsgieg,0.0321955,Chapter 1 Progress in Transport and Tourism Research: Reformulating the Transport-Tourism Interface and Future Research Agendas,COVID-19: Was Rheumapatienten jetzt wissen sollten
lvi4n41u,f9id76v2,0.032203235,Pflegen kann jede*r!,"COVID‐19 in pregnant women and children: Insights on clinical manifestations, complexities, and pathogenesis"
8hncaa3v,fxrsgieg,0.032211743,The prognostic value of general laboratory testing in patients with COVID-19,COVID-19: Was Rheumapatienten jetzt wissen sollten
7j1l9uxj,z2ulnfop,0.032217067,"COVID-19 vaccine development: milestones, lessons and prospects",Fakten auf einen Blick
ript90ig,fxrsgieg,0.0322196,Stressors and Other Pandemic-related Predictors of Prospective Changes in Psychological Distress,COVID-19: Was Rheumapatienten jetzt wissen sollten
5dhxsoz5,s9qlcamb,0.032221816,It Is Time for the Internationalization of Medical Education to Be at Home and Accessible for All,Finanzielle Hilfen für Vertragsärzte: Weitere KVen haben HVM-Änderungen ausgearbeitet
p81l6zvz,cv7g8umq,0.03222608,Systemische Immunsuppression in Zeiten von COVID‐19: Müssen wir umdenken?,Metalcasting Industry Research
lvi4n41u,ahqhwbl1,0.032227244,Pflegen kann jede*r!,Distance Education for Students with Special Needs in Primary Schools in the Period of CoVid-19 Epidemic
96rup00o,z2ulnfop,0.032228645,Interactions of Pathogens with the Host,Fakten auf einen Blick
n71hdcgh,s9qlcamb,0.03223832,The Rules of Contagion: Why Things Spread—and Why They Stop,Finanzielle Hilfen für Vertragsärzte: Weitere KVen haben HVM-Änderungen ausgearbeitet
lvi4n41u,gl9l1bzg,0.032238636,Pflegen kann jede*r!,"Space Medicine: Scientific Foundations, Achievements, and Challenges"
lvi4n41u,4e9rqj21,0.032239627,Pflegen kann jede*r!,Immunophenotyping for Risk Stratification of Patients with COVID-19
p81l6zvz,tatzkeni,0.032240946,Systemische Immunsuppression in Zeiten von COVID‐19: Müssen wir umdenken?,"Market prices, analysts' predictions, and Covid19"
fxrsgieg,pu6m4qad,0.032247502,COVID-19: Was Rheumapatienten jetzt wissen sollten,Three-dimensional cell culture models for investigating human viruses
u133wzz3,s9qlcamb,0.032247793,Widening the Reach of Bioethics Scholarship,Finanzielle Hilfen für Vertragsärzte: Weitere KVen haben HVM-Änderungen ausgearbeitet
lc1d1dan,fxrsgieg,0.03225548,[Reflections on the Nursing Work Environment in Light of the Experience With COVID-19].,COVID-19: Was Rheumapatienten jetzt wissen sollten
5b7at0ye,z2ulnfop,0.03226283,Neurological Manifestations of COVID-19 in Children.,Fakten auf einen Blick
8vsonkpp,s9qlcamb,0.032267854,[Practical exploration on the Online Four-step Teaching of Encouraging and Sharing during COVID-19 period],Finanzielle Hilfen für Vertragsärzte: Weitere KVen haben HVM-Änderungen ausgearbeitet
dny2c8ry,s9qlcamb,0.032267854,[Practical exploration on the Online Four-step Teaching of Encouraging and Sharing during COVID-19 period].,Finanzielle Hilfen für Vertragsärzte: Weitere KVen haben HVM-Änderungen ausgearbeitet
6lgo4dp8,lvi4n41u,0.03227004,"The 2021 Epilepsy Research Benchmarks—Respecting Core Principles, Reflecting Evolving Community Priorities",Pflegen kann jede*r!
fxrsgieg,4u6tvp1r,0.03227561,COVID-19: Was Rheumapatienten jetzt wissen sollten,Building a global taxonomy of wildlife offenses.
3quxhorv,e69c9wyw,0.03227564,Worksite tobacco control – a qualitative study on perspectives from employers and employees at small worksites,Nutzen von Erfahrungswissen in Krisen. Zur These einer vermehrten Bezugnahme auf Geschichte in Krisenzeiten
a8d856ba,fxrsgieg,0.03228139,Peculiarities of Verbalisation of Emotions by the Teachers in Distance Learning,COVID-19: Was Rheumapatienten jetzt wissen sollten
vh68rbhn,e69c9wyw,0.032281503,Sociodemographic Determinants of COVID-19 Susceptibility and Outcomes in the Pregnant Population,Nutzen von Erfahrungswissen in Krisen. Zur These einer vermehrten Bezugnahme auf Geschichte in Krisenzeiten
lvi4n41u,di7uqjh7,0.032284535,Pflegen kann jede*r!,Why Physical Activity Should Be Considered in Clinical Trials for COVID-19 Vaccines: A Focus on Risk Groups
12nta6gx,e69c9wyw,0.03229671,"The impact of COVID-19 on residents, relatives and staff in care homes",Nutzen von Erfahrungswissen in Krisen. Zur These einer vermehrten Bezugnahme auf Geschichte in Krisenzeiten
43baf20m,fxrsgieg,0.032301437,The perception of nurses towards their roles during the COVID-19 pandemic,COVID-19: Was Rheumapatienten jetzt wissen sollten
mugq630z,e69c9wyw,0.03231055,Wildlife as Source of Zoonotic Infections,Nutzen von Erfahrungswissen in Krisen. Zur These einer vermehrten Bezugnahme auf Geschichte in Krisenzeiten
lvi4n41u,dlafpfiq,0.03231266,Pflegen kann jede*r!,Epidemiological analysis of 18 patients with COVID-19.
udjdmb2q,fxrsgieg,0.032312755,Sustaining Employee Networks in the Virtual Workplace,COVID-19: Was Rheumapatienten jetzt wissen sollten
rlv8cnis,fxrsgieg,0.032313935,"The regional differences and influencing factors of tourism development on Hainan Island, China",COVID-19: Was Rheumapatienten jetzt wissen sollten
8v1uuygv,lvi4n41u,0.03233177,Empowering Veterinarians to Be Planetary Health Stewards Through Policy and Practice,Pflegen kann jede*r!
1c2za66l,fxrsgieg,0.032335397,"Covid-19: Infection rates have risen in hotspot areas despite local lockdowns, analysis shows",COVID-19: Was Rheumapatienten jetzt wissen sollten
ash0dnc9,l705no5s,0.032341205,Freiheit auf Zeit,Academic Coaching of Medical Students During COVID-19
842d69u0,atva6mfp,0.03234138,Nephrology Nurses Give HOPE,COVID-19-Forschungsdaten leichter zugänglich machen – Aufbau einer bundesweiten Informationsinfrastruktur
gjejqlft,lvi4n41u,0.03234649,Implications of Increased Access to Buprenorphine for Medical Providers in Rural Areas: A Review of the Literature and Future Directions,Pflegen kann jede*r!
9aifboyr,lvi4n41u,0.032347664,The impact of COVID-19 on the world economy and higher education,Pflegen kann jede*r!
qo30oajs,e69c9wyw,0.032348555,Glucocorticoids (as an Etiologic Factor),Nutzen von Erfahrungswissen in Krisen. Zur These einer vermehrten Bezugnahme auf Geschichte in Krisenzeiten
j2ngeaio,s9qlcamb,0.032350726,Distance learning during the early stages of the COVID-19 pandemic: Examining K-12 students' and parents' experiences and perspectives,Finanzielle Hilfen für Vertragsärzte: Weitere KVen haben HVM-Änderungen ausgearbeitet
f14d9sz7,fxrsgieg,0.032353066,Productive Public–Private Partnering in Crisis and Beyond,COVID-19: Was Rheumapatienten jetzt wissen sollten
47mgb8ri,s9qlcamb,0.03235342,"Policing in pandemic: Is perception of workload causing work-family conflict, job dissatisfaction and job stress?",Finanzielle Hilfen für Vertragsärzte: Weitere KVen haben HVM-Änderungen ausgearbeitet
p2tcdgmq,s9qlcamb,0.0323587,[COVID-19 and assistance effort in Primary Care],Finanzielle Hilfen für Vertragsärzte: Weitere KVen haben HVM-Änderungen ausgearbeitet
lvi4n41u,7suhfom5,0.03236476,Pflegen kann jede*r!,COVID-19 Test & Trace Success Determinants: Modeling On A Network
bcj9j7l0,s9qlcamb,0.03236848,Inequity in Crisis Standards of Care.,Finanzielle Hilfen für Vertragsärzte: Weitere KVen haben HVM-Änderungen ausgearbeitet
27ko9iui,lvi4n41u,0.032368887,Students Assessing Digital News and Misinformation,Pflegen kann jede*r!
2ziwfjcm,fxrsgieg,0.032372408,Orientation and recognition in contemporary illness narratives,COVID-19: Was Rheumapatienten jetzt wissen sollten
atva6mfp,xqlvdziu,0.032382347,COVID-19-Forschungsdaten leichter zugänglich machen – Aufbau einer bundesweiten Informationsinfrastruktur,Review of registered clinical trials for the treatment of COVID‐19
llqa1yps,fxrsgieg,0.032382473,Regulating laboratory-developed tests,COVID-19: Was Rheumapatienten jetzt wissen sollten
x88j7i2k,e69c9wyw,0.03238636,Key Contributions in Clinical Research Informatics,Nutzen von Erfahrungswissen in Krisen. Zur These einer vermehrten Bezugnahme auf Geschichte in Krisenzeiten
ic3h3cp4,s9qlcamb,0.03239556,Point-of-Care Ultrasound in the Evaluation of COVID-19,Finanzielle Hilfen für Vertragsärzte: Weitere KVen haben HVM-Änderungen ausgearbeitet
wc2uvx13,fxrsgieg,0.03240316,THERMODYNAMIC PROPERTIES OF ACTIVE PHARMACEUTICAL INGREDIENTS THAT ARE OF INTEREST IN COVID-19,COVID-19: Was Rheumapatienten jetzt wissen sollten
lvi4n41u,q01ycquq,0.032411233,Pflegen kann jede*r!,Survey Research With Families in the Context of Pediatric Chronic Health Conditions: Key Considerations and Future Directions.
s9qlcamb,5vnrll1v,0.03241471,Finanzielle Hilfen für Vertragsärzte: Weitere KVen haben HVM-Änderungen ausgearbeitet,Introduction: The Paradoxes and Worries in Contemporary Times
c3s220m6,fxrsgieg,0.0324227,Primary care perspectives on pandemic politics.,COVID-19: Was Rheumapatienten jetzt wissen sollten
yvideybj,fxrsgieg,0.0324227,Primary care perspectives on pandemic politics,COVID-19: Was Rheumapatienten jetzt wissen sollten
d7rlj43k,izlpz4qn,0.03243214,Einladung zu einer Hybrid-Veranstaltung 2022,Risk Factors for Mortality of COVID-19 Patients
6k5ozfnf,atva6mfp,0.03243616,Validation of a risk score to predict patients at risk of critical illness with COVID-19,COVID-19-Forschungsdaten leichter zugänglich machen – Aufbau einer bundesweiten Informationsinfrastruktur
ojtkitu2,77zkfwr7,0.03243746,Urological issues in cyclists,Masterplan Rohstoffe 2030 – Eine Rohstoffstrategie für Österreich
3qxqvmon,qeayhypi,0.03243908,Współzależność przemysłu 4.0 z gospodarką o obiegu zamkniętym: w poszukiwaniu wspólnego obszaru definicyjnego,Awareness under general anaesthesia.
lvi4n41u,rkcpgz3w,0.03244087,Pflegen kann jede*r!,"Perceptions of Parenting, Parent-Child Activities and Children’s Extracurricular Activities in Times of COVID-19"
31y06b4h,fxrsgieg,0.03244222,Review: Covid-19 Highlights the Importance of Camera Traps for Wildlife Conservation Research and Management,COVID-19: Was Rheumapatienten jetzt wissen sollten
acuw5cqe,atva6mfp,0.03244488,"News, Programs, Publications, and Awards",COVID-19-Forschungsdaten leichter zugänglich machen – Aufbau einer bundesweiten Informationsinfrastruktur
tp80pzeg,fxrsgieg,0.032445993,Impact of Substantive Staging and Communicative Staging of Sustainable Servicescape on Behavioral Intentions of Hotel Customers through Overall Perceived Image: A Case of Boutique Hotels,COVID-19: Was Rheumapatienten jetzt wissen sollten
ja687t28,e69c9wyw,0.03244712,Eight hospitalized patients with COVID-19,Nutzen von Erfahrungswissen in Krisen. Zur These einer vermehrten Bezugnahme auf Geschichte in Krisenzeiten
pfvfgpkv,s9qlcamb,0.03246057,Lessons from fighting COVID for the battle against climate change,Finanzielle Hilfen für Vertragsärzte: Weitere KVen haben HVM-Änderungen ausgearbeitet
xlvim0ue,fxrsgieg,0.032462675,An Updated Analysis on the Risk Factors Associated with COVID-19 Transmission,COVID-19: Was Rheumapatienten jetzt wissen sollten
fxrsgieg,37sl1spm,0.032469165,COVID-19: Was Rheumapatienten jetzt wissen sollten,Amenity Migration and Public Lands: Rise of the Protected Areas
x96icz0h,fxrsgieg,0.0324697,Association of renalase with clinical outcomes in hospitalized patients with COVID-19,COVID-19: Was Rheumapatienten jetzt wissen sollten
lvi4n41u,egr2mm5y,0.032477234,Pflegen kann jede*r!,Predictors of perceived teachers' and school counsellors’ work stress in the transition period of online education in schools during the COVID-19 pandemic
qxy3dwy1,s9qlcamb,0.032480348,Wading through the paperwork: making complex patient notes easier to navigate,Finanzielle Hilfen für Vertragsärzte: Weitere KVen haben HVM-Änderungen ausgearbeitet
mz8ujnzx,fxrsgieg,0.03248189,Acceptance and preference for COVID-19 vaccination in health-care workers (HCWs),COVID-19: Was Rheumapatienten jetzt wissen sollten
s9qlcamb,bxmiscol,0.032486245,Finanzielle Hilfen für Vertragsärzte: Weitere KVen haben HVM-Änderungen ausgearbeitet,Psychological risk factors for healthcare professionals in the epidemic process
adj9k5am,fxrsgieg,0.032487616,When Family Caregivers Meet Health Care Institutions,COVID-19: Was Rheumapatienten jetzt wissen sollten
2htz7vwb,e69c9wyw,0.032495406,State of the Society: SNMMI Thrives Despite COVID-19 Challenges.,Nutzen von Erfahrungswissen in Krisen. Zur These einer vermehrten Bezugnahme auf Geschichte in Krisenzeiten
lvi4n41u,2o2m9znf,0.03249579,Pflegen kann jede*r!,Bioethics and COVID-19: Considering the Social Determinants of Health
fxrsgieg,8yjrcl7x,0.03249746,COVID-19: Was Rheumapatienten jetzt wissen sollten,Sarcoidosis Epidemiology: Race Matters
mux7vu6z,fxrsgieg,0.03249807,Clinical trials in the time of a pandemic.,COVID-19: Was Rheumapatienten jetzt wissen sollten
irpm5g7g,fxrsgieg,0.032501608,"The Role of Internists During Epidemics, Outbreaks, and Bioterrorist Attacks",COVID-19: Was Rheumapatienten jetzt wissen sollten
p81l6zvz,alm3p31f,0.032505177,Systemische Immunsuppression in Zeiten von COVID‐19: Müssen wir umdenken?,Immunobiological aspects of vaccines in pregnancy: Maternal perspective
huvwm9mi,p81l6zvz,0.032510795,Lessons of the Pandemic for Family and School— The Challenges and Prospects of Network Education,Systemische Immunsuppression in Zeiten von COVID‐19: Müssen wir umdenken?
lvi4n41u,jvavl1pd,0.03251583,Pflegen kann jede*r!,Visioning transport futures through windows of opportunity: changing streets and humanscaled networks
fxrsgieg,wehqqbjx,0.032520182,COVID-19: Was Rheumapatienten jetzt wissen sollten,Covid-19 Breakthrough Infections in Vaccinated Health Care Workers
tq9k1kj8,e69c9wyw,0.0325204,Perceptions of Teachers in Training on Water Issues and Their Relationship to the SDGs,Nutzen von Erfahrungswissen in Krisen. Zur These einer vermehrten Bezugnahme auf Geschichte in Krisenzeiten
lvi4n41u,gj82vzwp,0.03252436,Pflegen kann jede*r!,Using focus groups in healthcare research
vizmbkhh,fxrsgieg,0.032528467,Rotavirus infections in calves in dairy herds,COVID-19: Was Rheumapatienten jetzt wissen sollten
i85528l3,avobcnzk,0.032534026,Clinical course and risk factors for mortality from COVID-19 in patients with haematological malignancies.,Neue Impfempfehlungen - auch zu COVID-19
5nsp5r1p,fxrsgieg,0.03253681,[The Current Situation and the Future of a Medical Institution and the Academic Society by COVID-19].,COVID-19: Was Rheumapatienten jetzt wissen sollten
4d2ajf65,fxrsgieg,0.032536898,Disinfection Agents and Antiseptics,COVID-19: Was Rheumapatienten jetzt wissen sollten
lvi4n41u,inxffg6g,0.032538585,Pflegen kann jede*r!,Pandemics and Public Health History.
lvi4n41u,wp9r32ln,0.032544345,Pflegen kann jede*r!,[Review-Current and Future of 3D Printers-]/ 総説 －3Dプリンタの現在と未来－
mherdb4v,7s9rsjat,0.032545187,Lessons for and from COVID‐19 for investors and their advisors,"Neues zu COVID-19, Kolon &CED vom europäischen Gastroenterologie-Kongress"
i79vtlv1,s9qlcamb,0.03254656,Analysis of Heart Treatment and Its Impact on Socioeconomic Conditions on the World Community,Finanzielle Hilfen für Vertragsärzte: Weitere KVen haben HVM-Änderungen ausgearbeitet
fxrsgieg,e4p8pyq3,0.032557055,COVID-19: Was Rheumapatienten jetzt wissen sollten,Getting Back to the Business of Being Sports Health Care Professionals
3wopb3vk,79hf1x4j,0.03256409,Factors predicting readmission in patients with COVID-19,Sind durch COVID-19 (mehr) Patienten mit Hörverlust zu erwarten?
